nationality,destination_country,visa_type,gender,age,education_level,employment_status,travel_purpose,language_proficiency,annual_income,bank_balance,travel_history_count,previous_rejections,accommodation_proof,return_ticket,invitation_letter,health_insurance,approval_status,processing_days
Philippines,China,Immigrant/PR,Female,75,Bachelor's Degree,Self-Employed,Tourism,Intermediate,13759.57,20067.81,5,0,0,1,1,1,0,32
South Korea,Australia,Tourist,Male,57,Master's Degree,Student,Permanent Residence,Intermediate,58310.52,130679.18,4,0,1,1,0,1,1,23
Ethiopia,Sweden,Business,Female,69,Bachelor's Degree,Government,Work Assignment,Basic,45429.05,22129.4,4,0,1,1,0,1,1,23
Kenya,Turkey,Student,Female,42,High School,Self-Employed,Family Visit,Native,29811.36,20417.06,2,0,1,0,0,0,1,10
Colombia,Germany,Work,Male,80,Master's Degree,Student,Education,Advanced,25412.27,12463.29,3,0,1,1,0,1,1,28
France,Singapore,Student,Female,67,High School,Self-Employed,Conference,Intermediate,29710.43,57675.66,0,0,1,1,0,0,1,10
UAE,Japan,Tourist,Male,46,High School,Private Sector,Business Meeting,Advanced,57385.88,151854.01,2,0,1,1,1,0,1,10
Pakistan,Denmark,Family/Spouse,Male,40,Bachelor's Degree,Self-Employed,Family Visit,Intermediate,44589.58,46751.97,6,0,1,1,0,1,0,29
United States,UAE,Student,Male,50,High School,Private Sector,Family Visit,Intermediate,26357.08,7358.11,3,0,1,1,0,1,0,8
Peru,Japan,Business,Other,73,Bachelor's Degree,Retired,Medical,Advanced,62074.2,22286.24,0,0,1,1,1,1,1,20
United Kingdom,Norway,Immigrant/PR,Female,55,PhD,Private Sector,Business Meeting,Native,31544.84,60130.02,9,0,1,1,1,1,1,42
Peru,UAE,Immigrant/PR,Female,56,Bachelor's Degree,Self-Employed,Family Visit,Intermediate,25841.32,29531.67,14,0,0,1,0,1,0,16
Ethiopia,Germany,Student,Female,45,Associate Degree,Government,Family Visit,Advanced,12877.95,3227.04,5,0,1,1,1,1,1,18
United States,Portugal,Transit,Male,65,High School,Retired,Work Assignment,Intermediate,25299.54,50480.2,0,0,1,1,1,1,1,8
UAE,France,Tourist,Male,73,PhD,Unemployed,Medical,Intermediate,64000.02,37805.94,1,0,1,0,0,0,1,13
Poland,South Africa,Business,Male,65,No Formal Education,Retired,Family Visit,Advanced,28869.62,44894.3,2,0,1,1,1,1,1,8
Romania,Norway,Tourist,Male,56,Professional Degree,Private Sector,Medical,Advanced,134095.32,302639.67,0,1,1,1,1,1,1,16
Nepal,China,Business,Female,50,Master's Degree,Private Sector,Permanent Residence,Advanced,172854.56,36780.09,6,0,1,1,1,1,1,13
Romania,Portugal,Work,Male,59,Bachelor's Degree,Private Sector,Business Meeting,Advanced,10124.16,20170.64,4,0,1,1,0,1,0,26
Thailand,Japan,Business,Female,41,Bachelor's Degree,Private Sector,Work Assignment,Advanced,31230.01,17744.23,0,0,1,0,1,1,1,13
Venezuela,Australia,Tourist,Female,62,Master's Degree,Student,Medical,Advanced,62177.79,137687.8,0,0,1,1,0,1,0,31
Thailand,New Zealand,Family/Spouse,Male,80,High School,Private Sector,Family Visit,Basic,94358.6,178413.33,8,0,0,1,1,1,0,13
Turkey,Switzerland,Student,Female,58,Bachelor's Degree,Self-Employed,Family Visit,Advanced,14916.08,3655.14,0,0,1,1,1,1,0,18
China,Taiwan,Business,Male,33,Associate Degree,Private Sector,Tourism,Native,323290.48,894046.79,1,0,0,1,1,1,1,13
United States,Australia,Family/Spouse,Female,54,Master's Degree,Self-Employed,Tourism,Native,9346.94,5881.3,1,0,1,1,1,1,0,19
Romania,Australia,Tourist,Female,66,Bachelor's Degree,Self-Employed,Permanent Residence,Native,3432.19,4236.35,1,0,0,1,1,1,1,19
Iran,Switzerland,Work,Male,48,High School,Unemployed,Family Visit,Basic,7643.53,20826.2,11,0,1,1,0,1,0,46
France,Australia,Work,Male,48,High School,Unemployed,Business Meeting,Intermediate,44740.07,27486.72,0,0,0,1,0,1,1,46
Nigeria,South Korea,Tourist,Female,40,Bachelor's Degree,Government,Work Assignment,Intermediate,81620.18,68688.92,0,0,1,1,1,1,1,16
Argentina,China,Work,Male,59,High School,Self-Employed,Tourism,Basic,16638.13,18046.58,5,0,1,1,0,1,0,25
Iran,Australia,Transit,Male,41,Bachelor's Degree,Private Sector,Medical,Native,29499.46,37570.96,2,0,1,1,0,1,1,20
Brazil,Sweden,Work,Male,59,Bachelor's Degree,Student,Permanent Residence,Intermediate,37000.67,89103.23,1,0,0,0,0,1,1,22
Algeria,Italy,Tourist,Female,54,Bachelor's Degree,Private Sector,Conference,Basic,36988.95,65607.35,8,0,1,1,1,1,1,22
Sri Lanka,Turkey,Business,Male,66,Associate Degree,Private Sector,Business Meeting,Advanced,111614.54,104202.27,0,0,1,1,1,1,1,12
Thailand,India,Business,Male,80,PhD,Student,Business Meeting,Native,7300.83,18808.95,1,0,1,1,0,1,1,12
United Kingdom,France,Immigrant/PR,Male,54,Bachelor's Degree,Retired,Tourism,Native,29168.8,18258.45,0,0,0,1,1,1,1,32
India,China,Transit,Male,51,PhD,Private Sector,Business Meeting,Basic,21881.87,53012.33,0,0,1,1,0,1,1,9
Saudi Arabia,South Korea,Transit,Female,62,Bachelor's Degree,Self-Employed,Business Meeting,Basic,27758.18,52446.27,2,0,0,1,1,1,1,7
France,Spain,Work,Female,29,High School,Private Sector,Conference,Native,49681.1,95901.86,1,0,1,1,0,1,1,20
South Korea,Germany,Family/Spouse,Male,64,Bachelor's Degree,Unemployed,Permanent Residence,Intermediate,97635.59,48636.31,1,0,1,1,0,1,0,16
Tunisia,Norway,Business,Female,47,Bachelor's Degree,Self-Employed,Permanent Residence,Intermediate,34528.74,29858.82,5,0,1,0,1,0,0,18
United Kingdom,New Zealand,Family/Spouse,Male,70,Bachelor's Degree,Private Sector,Family Visit,Intermediate,5103.14,7632.69,8,0,1,0,0,0,0,15
Brazil,Sweden,Family/Spouse,Male,75,High School,Student,Education,Native,12671.16,12551.82,0,0,1,1,1,0,0,19
Canada,China,Transit,Male,77,Master's Degree,Private Sector,Tourism,Intermediate,56339.56,43057.17,1,0,1,1,0,1,1,8
Tunisia,Norway,Student,Male,51,Bachelor's Degree,Self-Employed,Business Meeting,None,13929.66,41523.46,7,0,0,1,1,1,0,22
South Korea,Switzerland,Transit,Male,71,Master's Degree,Student,Education,Intermediate,54671.23,120299.56,0,0,1,1,1,1,1,7
Thailand,Switzerland,Immigrant/PR,Male,67,Bachelor's Degree,Private Sector,Education,Intermediate,54381.55,58399.05,1,0,0,1,0,0,0,64
Afghanistan,India,Student,Female,70,High School,Private Sector,Medical,Basic,9263.3,12952.29,24,0,1,1,0,1,1,20
Argentina,Canada,Immigrant/PR,Male,60,Bachelor's Degree,Private Sector,Family Visit,Native,33404.18,95835.85,0,0,1,1,0,1,1,50
Japan,Germany,Family/Spouse,Female,73,Bachelor's Degree,Retired,Permanent Residence,Native,52894.73,152368.29,1,0,1,1,0,1,1,19
Algeria,Norway,Family/Spouse,Female,51,High School,Self-Employed,Medical,Intermediate,34097.82,43299.32,1,0,1,1,0,1,0,18
United States,South Korea,Work,Female,74,High School,Student,Education,Basic,43558.93,70800.04,7,0,0,1,0,1,0,17
Bangladesh,Japan,Business,Other,71,Master's Degree,Private Sector,Education,Intermediate,7112.83,2828.56,3,0,0,1,0,1,0,17
Mexico,Italy,Work,Male,50,Associate Degree,Student,Family Visit,Intermediate,320105.01,824935.1,1,0,1,1,0,1,1,29
Morocco,Italy,Immigrant/PR,Female,57,PhD,Unemployed,Medical,Advanced,61303.11,109024.05,0,0,1,1,1,1,1,49
Tunisia,Netherlands,Transit,Male,46,Associate Degree,Self-Employed,Conference,Intermediate,21884.41,34718.29,1,1,0,1,1,1,0,13
Myanmar,Germany,Transit,Male,63,No Formal Education,Private Sector,Family Visit,Intermediate,31927.19,36330.73,1,0,1,1,1,1,1,17
United Kingdom,Germany,Tourist,Male,73,Master's Degree,Unemployed,Education,Native,23040.21,33924.7,2,0,1,0,0,0,1,11
Syria,Thailand,Student,Male,66,Bachelor's Degree,Retired,Business Meeting,Intermediate,8480.59,8463.64,4,0,1,1,1,1,1,24
United States,Japan,Business,Female,56,High School,Private Sector,Family Visit,Intermediate,27648.83,56463.74,7,0,0,1,1,1,1,4
Iraq,Denmark,Immigrant/PR,Male,27,Bachelor's Degree,Private Sector,Business Meeting,Advanced,43926.68,12345.01,0,0,1,1,1,0,1,52
Afghanistan,Turkey,Business,Female,58,Bachelor's Degree,Private Sector,Permanent Residence,Advanced,16010.4,47027.91,0,0,0,1,0,1,1,18
Australia,Netherlands,Transit,Female,48,Bachelor's Degree,Government,Permanent Residence,Basic,44125.83,85521.02,3,0,1,1,0,0,1,6
Japan,Portugal,Student,Female,39,Bachelor's Degree,Self-Employed,Tourism,Advanced,38308.02,14065.46,1,0,1,1,0,1,1,19
Vietnam,Netherlands,Family/Spouse,Female,64,High School,Self-Employed,Education,Intermediate,74688.49,209133.09,3,0,1,1,0,1,1,23
Syria,Singapore,Immigrant/PR,Male,49,Associate Degree,Government,Family Visit,Intermediate,16060.61,18824.67,0,0,1,0,1,1,0,31
Australia,Switzerland,Business,Male,63,Associate Degree,Retired,Permanent Residence,Advanced,19688.21,26445.98,2,0,1,1,0,0,0,10
Syria,Australia,Immigrant/PR,Male,56,Master's Degree,Private Sector,Tourism,None,2914.29,5266.45,8,0,1,1,1,1,0,72
Indonesia,Austria,Business,Female,80,Bachelor's Degree,Private Sector,Family Visit,Intermediate,29165.25,81711.98,14,0,0,1,1,1,1,15
Vietnam,Taiwan,Transit,Female,65,Bachelor's Degree,Private Sector,Conference,Advanced,51114.99,82467.67,1,0,1,1,1,1,0,9
France,New Zealand,Business,Male,73,Bachelor's Degree,Unemployed,Family Visit,Intermediate,35262.2,17965.7,1,0,1,1,1,1,1,17
Egypt,Canada,Business,Female,56,Professional Degree,Unemployed,Family Visit,Native,13460.63,23692.48,0,0,1,1,1,1,0,28
South Korea,United Kingdom,Work,Male,61,Bachelor's Degree,Student,Work Assignment,Advanced,47848.92,12960.34,8,0,1,0,0,0,0,36
Iran,Singapore,Transit,Male,72,Master's Degree,Unemployed,Conference,Intermediate,46052.35,60130.86,0,0,1,1,0,1,1,17
Colombia,Taiwan,Work,Male,36,PhD,Private Sector,Family Visit,None,5923.03,15469.73,3,0,1,1,0,1,0,15
South Korea,Australia,Business,Female,48,Bachelor's Degree,Student,Business Meeting,Native,13873.92,40708.84,0,0,0,1,1,0,0,36
Australia,Sweden,Business,Female,69,Bachelor's Degree,Private Sector,Work Assignment,Intermediate,157313.66,417449.03,0,0,1,1,1,0,1,10
Ukraine,Australia,Immigrant/PR,Male,50,Master's Degree,Private Sector,Work Assignment,Basic,36118.43,72693.71,10,0,0,1,0,1,1,72
Philippines,Netherlands,Student,Male,67,Master's Degree,Private Sector,Permanent Residence,Native,11143.61,22912.21,0,0,0,1,0,0,0,18
Colombia,Schengen (EU),Family/Spouse,Female,33,Bachelor's Degree,Private Sector,Permanent Residence,Basic,3137.8,2648.95,6,0,0,1,0,1,0,23
Mexico,New Zealand,Immigrant/PR,Female,76,No Formal Education,Private Sector,Family Visit,Native,11113.98,25643.1,1,0,1,1,1,1,1,49
Saudi Arabia,Turkey,Family/Spouse,Female,48,Bachelor's Degree,Student,Work Assignment,Advanced,28258.98,34762.62,0,0,0,1,1,0,1,6
Myanmar,Australia,Business,Female,36,Bachelor's Degree,Private Sector,Family Visit,Intermediate,7711.31,15747.41,4,0,0,1,1,1,0,25
Mexico,United Kingdom,Student,Female,57,Master's Degree,Government,Tourism,Intermediate,18057.84,34680.09,1,0,0,1,1,1,1,34
Turkey,Thailand,Business,Female,42,Bachelor's Degree,Student,Permanent Residence,Intermediate,88450.73,69353.05,5,0,1,1,0,1,0,9
Algeria,Italy,Tourist,Female,57,High School,Student,Conference,Advanced,7790.38,5585.53,3,0,1,1,1,1,0,25
Mexico,Italy,Work,Male,65,Bachelor's Degree,Retired,Family Visit,Intermediate,39809.27,86808.26,6,0,1,1,1,1,1,30
Ghana,Sweden,Immigrant/PR,Male,74,Bachelor's Degree,Unemployed,Tourism,Advanced,58056.55,12096.42,3,0,1,0,1,1,1,43
Iraq,Denmark,Transit,Male,75,High School,Government,Conference,Basic,37834.65,102137.18,5,0,1,1,1,1,0,15
Ecuador,New Zealand,Business,Female,50,PhD,Private Sector,Conference,Advanced,18094.88,15113.16,20,0,1,1,0,1,1,16
Poland,South Korea,Immigrant/PR,Male,65,Master's Degree,Government,Work Assignment,Basic,213029.59,563883.28,4,1,0,1,1,1,0,23
Kenya,Switzerland,Tourist,Male,52,Bachelor's Degree,Private Sector,Tourism,Advanced,16705.49,35628.05,1,0,1,0,1,0,1,26
Myanmar,Australia,Immigrant/PR,Female,53,Master's Degree,Self-Employed,Business Meeting,Advanced,22702.59,57823.06,3,0,1,1,1,0,1,94
Turkey,Australia,Work,Male,38,Bachelor's Degree,Government,Permanent Residence,Advanced,21454.4,63420.19,3,0,1,1,1,1,1,35
China,India,Tourist,Male,63,High School,Retired,Work Assignment,Intermediate,13854.33,36463.57,4,0,1,1,1,1,0,9
Bangladesh,Australia,Immigrant/PR,Male,58,Master's Degree,Student,Business Meeting,Native,36741.14,53845.85,3,0,1,1,0,1,1,62
Senegal,Schengen (EU),Tourist,Male,56,Bachelor's Degree,Student,Work Assignment,Advanced,23564.53,32709.28,5,0,1,0,1,1,1,15
Qatar,Germany,Tourist,Female,68,Bachelor's Degree,Unemployed,Conference,Advanced,42630.11,46273.43,3,0,1,1,1,0,1,11
Algeria,Norway,Immigrant/PR,Female,76,PhD,Private Sector,Permanent Residence,Advanced,66780.14,158130.19,4,0,1,1,0,1,1,33
Mexico,UAE,Student,Male,69,Bachelor's Degree,Student,Work Assignment,Advanced,12309.57,31860.93,1,0,1,1,1,1,0,12
Canada,Norway,Family/Spouse,Female,29,Bachelor's Degree,Retired,Medical,Basic,24829.07,73726.16,4,0,1,1,1,1,0,14
Germany,Australia,Student,Male,78,Bachelor's Degree,Private Sector,Business Meeting,Native,25168.8,71904.82,0,0,1,1,1,1,1,39
Argentina,China,Business,Male,70,High School,Unemployed,Work Assignment,Advanced,11215.24,17560.44,0,0,0,1,1,1,1,12
Brazil,Australia,Business,Female,37,High School,Government,Education,Native,30948.91,74520.27,1,0,1,1,1,1,1,14
Peru,India,Student,Male,48,Bachelor's Degree,Self-Employed,Family Visit,Intermediate,93174.88,279502.52,1,0,1,1,1,1,1,16
United States,Netherlands,Family/Spouse,Male,51,Master's Degree,Retired,Tourism,Advanced,30000.9,12359.92,1,0,1,1,1,1,1,17
China,Singapore,Immigrant/PR,Male,54,High School,Student,Conference,Advanced,11825.03,12877.27,12,0,1,1,1,1,1,13
India,United Kingdom,Tourist,Male,80,Bachelor's Degree,Retired,Medical,Intermediate,44324.4,55766.28,7,0,1,1,1,1,1,18
South Korea,Austria,Immigrant/PR,Female,55,PhD,Private Sector,Permanent Residence,Intermediate,54465.42,22253.98,3,0,1,1,1,1,1,35
Venezuela,Spain,Work,Male,47,Bachelor's Degree,Retired,Medical,Advanced,29607.14,13835.33,8,0,1,1,1,1,1,41
Morocco,Ireland,Tourist,Male,47,Professional Degree,Government,Family Visit,Basic,18227.59,32547.64,0,0,1,1,1,1,1,16
Canada,United Kingdom,Work,Male,41,High School,Student,Education,Native,32038.28,18000.18,7,0,0,1,0,1,1,39
Ethiopia,Italy,Transit,Male,59,Bachelor's Degree,Private Sector,Permanent Residence,Intermediate,51215.43,100159.33,12,0,0,1,1,1,1,17
Ghana,Singapore,Transit,Male,59,PhD,Retired,Permanent Residence,Basic,71258.63,127851.49,0,0,1,1,1,0,0,12
Algeria,South Korea,Work,Male,41,Bachelor's Degree,Self-Employed,Business Meeting,Intermediate,38031.89,89164.3,1,0,0,1,1,1,0,28
Indonesia,Japan,Business,Female,67,Bachelor's Degree,Government,Business Meeting,Advanced,34654.94,77607.62,4,0,0,1,1,0,1,11
Qatar,New Zealand,Work,Male,66,Master's Degree,Government,Conference,Basic,30366.4,78657.65,0,0,1,1,1,1,1,37
Colombia,Thailand,Business,Male,71,Bachelor's Degree,Private Sector,Tourism,Intermediate,42235.62,115959.48,1,0,1,1,1,1,0,10
United States,Thailand,Family/Spouse,Male,58,Master's Degree,Private Sector,Medical,Native,132769.46,233049.01,0,0,0,1,1,1,1,4
Bangladesh,Belgium,Family/Spouse,Male,46,High School,Government,Permanent Residence,Intermediate,40948.79,5451.01,2,0,0,1,0,1,0,19
Brazil,Australia,Transit,Female,52,Master's Degree,Private Sector,Business Meeting,Advanced,119355.67,323877.18,2,0,1,1,1,1,0,15
Yemen,Norway,Immigrant/PR,Female,54,Associate Degree,Retired,Education,Basic,22447.71,57334.39,10,0,0,1,0,0,1,33
Canada,Canada,Student,Female,69,High School,Self-Employed,Education,Advanced,28056.55,82531.65,0,0,1,1,1,1,1,40
Morocco,Belgium,Tourist,Male,70,Master's Degree,Government,Medical,Intermediate,38802.11,49987.58,3,0,1,1,0,0,1,14
Indonesia,South Africa,Family/Spouse,Female,68,PhD,Government,Family Visit,Advanced,28312.05,7382.88,0,0,0,1,0,1,1,13
Ghana,Norway,Family/Spouse,Male,60,PhD,Private Sector,Family Visit,Native,49990.08,59634.06,16,0,1,1,1,1,1,18
Peru,Taiwan,Tourist,Female,73,Bachelor's Degree,Self-Employed,Permanent Residence,Advanced,7459.72,18599.64,1,1,1,1,1,1,0,16
Poland,Malaysia,Work,Female,71,High School,Private Sector,Family Visit,Native,120800.5,114056.14,0,1,1,1,1,1,0,4
Bulgaria,UAE,Family/Spouse,Female,51,PhD,Self-Employed,Education,Intermediate,8272.21,17544.07,3,0,1,0,0,0,0,8
Saudi Arabia,France,Work,Male,34,Master's Degree,Retired,Business Meeting,None,29697.84,78876.59,2,0,1,1,1,0,0,23
Senegal,Austria,Business,Male,58,High School,Self-Employed,Conference,Intermediate,156862.59,267715.16,0,0,1,1,1,1,1,24
China,Switzerland,Immigrant/PR,Female,62,Master's Degree,Private Sector,Permanent Residence,Intermediate,76377.26,66137.29,2,0,1,1,0,0,1,36
Hungary,Germany,Family/Spouse,Female,72,Master's Degree,Private Sector,Medical,Advanced,119342.29,286858.69,0,0,0,1,1,0,0,18
Colombia,Taiwan,Immigrant/PR,Female,64,High School,Private Sector,Conference,Intermediate,101133.82,215362.45,2,0,0,1,1,0,1,39
Chile,Canada,Tourist,Female,36,Associate Degree,Government,Business Meeting,Basic,51957.24,33635.72,1,0,1,1,1,0,1,13
Ukraine,Turkey,Business,Female,60,Bachelor's Degree,Private Sector,Business Meeting,Advanced,79085.64,196161.93,0,0,1,1,0,1,1,4
Vietnam,India,Student,Male,26,Bachelor's Degree,Private Sector,Conference,Basic,195964.75,131538.29,6,0,1,1,0,0,1,20
Mexico,Schengen (EU),Immigrant/PR,Female,60,PhD,Private Sector,Medical,Intermediate,44285.22,31600.5,1,0,1,1,1,1,1,34
Ghana,New Zealand,Work,Male,46,Associate Degree,Self-Employed,Tourism,Basic,45489.54,107296.56,0,0,1,1,0,0,0,46
Colombia,South Korea,Work,Female,27,PhD,Retired,Permanent Residence,Advanced,42600.64,10776.3,6,0,1,1,0,1,0,14
Pakistan,Italy,Business,Male,73,Associate Degree,Private Sector,Business Meeting,Native,30293.36,3411.49,0,0,1,1,0,0,0,24
Tunisia,United Kingdom,Business,Female,51,High School,Student,Tourism,Intermediate,22079.65,6029.54,0,0,1,1,0,0,1,28
Yemen,China,Student,Female,39,Bachelor's Degree,Private Sector,Conference,Native,14960.6,22775.53,1,0,1,1,1,1,0,34
Canada,Turkey,Tourist,Female,36,Associate Degree,Self-Employed,Conference,Intermediate,9744.26,14276.98,4,0,1,1,1,1,1,2
Colombia,South Korea,Business,Male,45,High School,Unemployed,Permanent Residence,Intermediate,26276.3,36596.97,1,0,1,1,1,0,1,16
India,Switzerland,Business,Female,65,Bachelor's Degree,Self-Employed,Education,Advanced,105912.64,263181.23,2,0,0,1,1,1,0,20
Japan,Denmark,Immigrant/PR,Female,66,Bachelor's Degree,Private Sector,Business Meeting,Intermediate,23836.44,55919.92,0,0,1,1,1,1,1,30
Malaysia,United States,Student,Female,39,High School,Retired,Business Meeting,Intermediate,26718.36,36029.0,3,0,1,1,1,1,0,45
Bangladesh,New Zealand,Student,Male,60,Professional Degree,Unemployed,Family Visit,Intermediate,14976.82,29266.76,5,0,1,1,0,1,1,34
Kenya,United States,Transit,Female,46,High School,Unemployed,Conference,Basic,10014.55,19207.42,1,0,1,1,1,1,1,18
United Kingdom,Taiwan,Student,Male,72,Bachelor's Degree,Retired,Conference,Advanced,10482.63,26650.85,11,0,1,1,0,1,1,10
Canada,Canada,Transit,Female,66,Associate Degree,Government,Tourism,Basic,58854.21,161967.24,4,1,1,1,0,1,1,14
Myanmar,Portugal,Student,Female,52,High School,Private Sector,Medical,Native,11012.37,18281.35,1,0,0,1,1,1,1,26
Hungary,United Kingdom,Immigrant/PR,Male,64,High School,Private Sector,Medical,Intermediate,13813.4,31113.46,3,0,1,1,0,0,1,40
Vietnam,Germany,Work,Male,49,Associate Degree,Self-Employed,Conference,Native,72633.07,45136.0,0,0,1,1,1,1,0,29
Egypt,Germany,Student,Male,72,Master's Degree,Self-Employed,Business Meeting,Basic,27096.07,66528.73,1,0,1,0,0,1,1,32
Iran,Malaysia,Family/Spouse,Male,63,High School,Unemployed,Education,Native,52091.07,126553.41,0,0,0,1,0,1,1,24
Iran,Singapore,Student,Other,59,Master's Degree,Private Sector,Work Assignment,Native,75140.58,142171.91,9,0,1,1,0,1,1,23
United Kingdom,Sweden,Work,Female,79,Associate Degree,Private Sector,Permanent Residence,Native,20641.32,24975.74,1,0,1,1,1,1,1,24
Iran,Canada,Tourist,Female,35,Master's Degree,Self-Employed,Work Assignment,Native,61681.98,26817.21,2,0,1,1,0,1,1,27
Canada,Canada,Student,Male,74,Master's Degree,Self-Employed,Work Assignment,Advanced,13974.95,39142.03,0,0,1,1,1,1,1,23
Senegal,Australia,Student,Female,48,High School,Government,Business Meeting,Basic,30788.55,57845.32,5,0,1,1,0,1,1,39
Myanmar,Spain,Business,Male,44,Associate Degree,Private Sector,Conference,Native,25626.85,68447.26,1,0,1,1,1,1,1,27
Poland,Ireland,Business,Female,43,High School,Private Sector,Tourism,Intermediate,15032.89,27434.6,0,0,1,1,1,1,1,15
India,Denmark,Family/Spouse,Female,24,High School,Unemployed,Work Assignment,Intermediate,30794.89,11846.52,3,0,1,1,1,1,1,20
Tunisia,United States,Business,Female,64,Bachelor's Degree,Unemployed,Education,Basic,6077.8,2320.32,4,0,0,1,0,1,0,30
Nepal,Spain,Family/Spouse,Female,69,Associate Degree,Self-Employed,Education,Intermediate,27820.96,25370.98,1,0,1,0,1,1,1,24
Sri Lanka,Canada,Work,Male,57,Bachelor's Degree,Private Sector,Permanent Residence,Intermediate,17136.22,8647.45,0,0,0,1,1,1,0,45
Vietnam,Schengen (EU),Work,Male,59,Bachelor's Degree,Self-Employed,Permanent Residence,Basic,115135.47,58730.47,1,0,1,1,1,1,0,25
Bulgaria,China,Student,Female,52,Bachelor's Degree,Student,Family Visit,Intermediate,33494.57,19911.98,2,0,0,1,1,1,0,20
Kenya,United Kingdom,Business,Female,39,Bachelor's Degree,Student,Education,Advanced,6889.4,1742.07,1,0,0,1,0,0,1,22
Argentina,Denmark,Work,Male,63,Master's Degree,Student,Work Assignment,Native,17915.22,26600.22,0,0,1,1,0,1,0,17
